HS6,HS6_name,k,k_name_short,k_name,Sub_sector_name,Sector_name,Excluded_from,Reason
010110,Pure-bred breeding horses and asses,0101,Live equine animals,"Live horses, asses, mules and hinnies",Live animals (except poultry),Animals & animal products,,
010121,Pure-bred breeding horses,0101,Live equine animals,"Live horses, asses, mules and hinnies",Live animals (except poultry),Animals & animal products,,
010129,Live horses (excl. pure-bred for breeding),0101,Live equine animals,"Live horses, asses, mules and hinnies",Live animals (except poultry),Animals & animal products,,
010130,Live asses,0101,Live equine animals,"Live horses, asses, mules and hinnies",Live animals (except poultry),Animals & animal products,,
010190,Live mules and hinnies,0101,Live equine animals,"Live horses, asses, mules and hinnies",Live animals (except poultry),Animals & animal products,,
010210,Pure-bred breeding bovines,0102,Live bovine animals,Live bovine animals,Live animals (except poultry),Animals & animal products,,
010221,Pure-bred cattle for breeding,0102,Live bovine animals,Live bovine animals,Live animals (except poultry),Animals & animal products,,
010229,Live cattle (excl. pure-bred for breeding),0102,Live bovine animals,Live bovine animals,Live animals (except poultry),Animals & animal products,,
010231,Pure-bred buffalo for breeding,0102,Live bovine animals,Live bovine animals,Live animals (except poultry),Animals & animal products,,
010239,Live buffalo (excl. pure-bred for breeding),0102,Live bovine animals,Live bovine animals,Live animals (except poultry),Animals & animal products,,
010290,Live bovine animals (excl. cattle and buffalo),0102,Live bovine animals,Live bovine animals,Live animals (except poultry),Animals & animal products,,
010310,Pure-bred breeding swine,010310,Pure-bred breeding swine,Pure-bred breeding swine,Live animals (except poultry),Animals & animal products,,
010391,"Live swine, weighing < 50 kg (excl. pure-bred for breeding)",010391,"Live swine, <50kg, excl pure-bred breeding","Live swine, weighing < 50 kg (excl. pure-bred for breeding)",Live animals (except poultry),Animals & animal products,,
010392,"Live swine, weighing >= 50 kg (excl. pure-bred for breeding)",010392,"Live swine, >=50kg, excl pure-bred breeding","Live swine, weighing >= 50 kg (excl. pure-bred for breeding)",Live animals (except poultry),Animals & animal products,,
010410,Live sheep,010410,Live sheep,Live sheep,Live animals (except poultry),Animals & animal products,,
010420,Live goats,010420,Live goats,Live goats,Live animals (except poultry),Animals & animal products,,
010511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excl. turkeys and guinea fowls)",010511,"Live chickens, <=185g","Live fowls of the species Gallus domesticus, weighing <= 185 g",Live animals (poultry),Animals & animal products,,
010512,"Live domestic turkeys, weighing <= 185 g",010512,"Live turkeys, <=185g","Live domestic turkeys, weighing <= 185 g",Live animals (poultry),Animals & animal products,,
010513,"Live domestic ducks, weighing <= 185 g",0105XX,"Live fowls, <=185g, excl chickens & turkeys","Live ducks, geese and guinea fowls, weighing <= 185 g",Live animals (poultry),Animals & animal products,,
010514,"Live domestic geese, weighing <= 185 g",0105XX,"Live fowls, <=185g, excl chickens & turkeys","Live ducks, geese and guinea fowls, weighing <= 185 g",Live animals (poultry),Animals & animal products,,
010515,"Live domestic guinea fowls, weighing <= 185 g",0105XX,"Live fowls, <=185g, excl chickens & turkeys","Live ducks, geese and guinea fowls, weighing <= 185 g",Live animals (poultry),Animals & animal products,,
010519,"Live domestic ducks, geese and guinea fowls, weighing <= 185 g",0105XX,"Live fowls, <=185g, excl chickens & turkeys","Live ducks, geese and guinea fowls, weighing <= 185 g",Live animals (poultry),Animals & animal products,,
010594,"Live fowls of the species Gallus domesticus, weighing > 185",010594,"Live chickens, >185g","Live fowls of the species Gallus domesticus, weighing > 185 g",Live animals (poultry),Animals & animal products,,
010599,"Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g",010599,"Live fowls, >185g, excl chickens","Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g",Live animals (poultry),Animals & animal products,,
010611,Live primates,010611,Live primates,Live primates,Live animals (except poultry),Animals & animal products,,
010612,"Live whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)",0106Xa,"Live mammals, n.e.s.","Live mammals (excl. primates, horses, asses, mules, hinnies, bovines, pigs, sheep and goats)",Live animals (except poultry),Animals & animal products,,
010613,Live camels and other camelids [Camelidae],0106Xa,"Live mammals, n.e.s.","Live mammals (excl. primates, horses, asses, mules, hinnies, bovines, pigs, sheep and goats)",Live animals (except poultry),Animals & animal products,,
010614,Live rabbits and hares,0106Xa,"Live mammals, n.e.s.","Live mammals (excl. primates, horses, asses, mules, hinnies, bovines, pigs, sheep and goats)",Live animals (except poultry),Animals & animal products,,
010619,"Live mammals (excl. primates, whales, dolphins and porpoises, manatees and dugongs, seals, sea lions and walruses, camels and other camelids, rabbits and hares, horses, asses, mules, hinnies, bovines, pigs, sheep and goats)",0106Xa,"Live mammals, n.e.s.","Live mammals (excl. primates, horses, asses, mules, hinnies, bovines, pigs, sheep and goats)",Live animals (except poultry),Animals & animal products,,
010620,"Live reptiles ""e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards",010620,Live reptiles,"Live reptiles ""e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards",Live animals (except poultry),Animals & animal products,,
010631,Live birds of prey,010631,Live birds of prey,Live birds of prey,Live animals (except poultry),Animals & animal products,,
010632,"Live psittaciformes ""incl. parrots, parrakeets, macaws and cockatoos",010632,Live psittaciformes,"Live psittaciformes ""incl. parrots, parrakeets, macaws and cockatoos",Live animals (except poultry),Animals & animal products,,
010633,"Live ostriches, and emus [Dromaius novaehollandiae]",0106Xb,Live birds,"Live birds (excl. birds of prey, psittaciformes, parrots, parrakeets, macaws and cockatoos)",Live animals (except poultry),Animals & animal products,,
010639,"Live birds (excl. birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ostriches and emus)",0106Xb,Live birds,"Live birds (excl. birds of prey, psittaciformes, parrots, parrakeets, macaws and cockatoos)",Live animals (except poultry),Animals & animal products,,
010641,Live bees,0106Xc,Live animals,"Live animals (excl. mammals, reptiles, birds, fish, crustaceans, molluscs and other aquatic invertebrates and cultures of micro-organisms, etc.)",Live animals (except poultry),Animals & animal products,,
010649,Live insects (excl. bees),0106Xc,Live animals,"Live animals (excl. mammals, reptiles, birds, fish, crustaceans, molluscs and other aquatic invertebrates and cultures of micro-organisms, etc.)",Live animals (except poultry),Animals & animal products,,
010690,"Live animals (excl. mammals, reptiles, birds, insects, fish, crustaceans, molluscs and other aquatic invertebrates and cultures of micro-organisms, etc.)",0106Xc,Live animals,"Live animals (excl. mammals, reptiles, birds, fish, crustaceans, molluscs and other aquatic invertebrates and cultures of micro-organisms, etc.)",Live animals (except poultry),Animals & animal products,,
020110,"Carcases or half-carcases of bovine animals, fresh or chilled",020110,"Bovine carcases, fresh","Carcases or half-carcases of bovine animals, fresh or chilled",Meat (except poultry),Animals & animal products,,
020120,"Fresh or chilled bovine cuts, with bone in (excl. carcases and 1/2 carcases)",020120,"Bovine cuts bone in, fresh","Fresh or chilled bovine cuts, with bone in (excl. carcases and 1/2 carcases)",Meat (except poultry),Animals & animal products,,
020130,"Fresh or chilled bovine meat, boneless",020130,"Bovine cuts boneless, fresh","Fresh or chilled bovine meat, boneless",Meat (except poultry),Animals & animal products,,
020210,Frozen bovine carcases and half-carcases,020210,"Bovine carcases, frozen",Frozen bovine carcases and half-carcases,Meat (except poultry),Animals & animal products,,
020220,"Frozen bovine cuts, with bone in (excl. carcases and half-carcases)",020220,"Bovine cuts bone in, frozen, n.e.s.","Frozen bovine cuts, with bone in (excl. carcases and half-carcases)",Meat (except poultry),Animals & animal products,,
020230,"Frozen, boneless meat of bovine animals",020230,"Bovine cuts boneless, frozen","Frozen, boneless meat of bovine animals",Meat (except poultry),Animals & animal products,,
020311,Fresh or chilled carcases and half-carcases of swine,020311,"Swine carcases, fresh",Fresh or chilled carcases and half-carcases of swine,Meat (except poultry),Animals & animal products,,
020312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",020312,"Swine hams & shoulders, fresh","Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",Meat (except poultry),Animals & animal products,,
020319,"Fresh or chilled meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts thereof, with bone in)",020319,"Swine cuts, fresh, n.e.s.","Fresh or chilled meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts thereof, with bone in)",Meat (except poultry),Animals & animal products,,
020321,Frozen carcases and half-carcases of swine,020321,"Swine carcases, frozen",Frozen carcases and half-carcases of swine,Meat (except poultry),Animals & animal products,,
020322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",020322,"Swine hams & shoulders, frozen","Frozen hams, shoulders and cuts thereof of swine, with bone in",Meat (except poultry),Animals & animal products,,
020329,"Frozen meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts thereof, with bone in)",020329,"Swine cuts, frozen, n.e.s.","Frozen meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts thereof, with bone in)",Meat (except poultry),Animals & animal products,,
020410,Fresh or chilled lamb carcases and half-carcases,020410,"Lamb carcases, fresh",Fresh or chilled lamb carcases and half-carcases,Meat (except poultry),Animals & animal products,,
020421,Fresh or chilled sheep carcases and half-carcases (excl. lambs),020421,"Sheep carcases, fresh",Fresh or chilled sheep carcases and half-carcases (excl. lambs),Meat (except poultry),Animals & animal products,,
020422,"Fresh or chilled cuts of sheep, with bone in (excl. carcases and half-carcases)",020422,"Sheep cuts bone in, fresh","Fresh or chilled cuts of sheep, with bone in (excl. carcases and half-carcases)",Meat (except poultry),Animals & animal products,,
020423,Fresh or chilled boneless cuts of sheep,020423,"Sheep cuts boneless, fresh",Fresh or chilled boneless cuts of sheep,Meat (except poultry),Animals & animal products,,
020430,Frozen lamb carcases and half-carcases,020430,"Lamb carcases, frozen",Frozen lamb carcases and half-carcases,Meat (except poultry),Animals & animal products,,
020441,Frozen sheep carcases and half-carcases (excl. lambs),020441,"Sheep carcasess, frozen",Frozen sheep carcases and half-carcases (excl. lambs),Meat (except poultry),Animals & animal products,,
020442,"Frozen cuts of sheep, with bone in (excl. carcases and half-carcases)",020442,"Sheep cuts bone in, frozen","Frozen cuts of sheep, with bone in (excl. carcases and half-carcases)",Meat (except poultry),Animals & animal products,,
020443,Frozen boneless cuts of sheep,020443,"Sheep cuts boneless, frozen",Frozen boneless cuts of sheep,Meat (except poultry),Animals & animal products,,
020450,"Fresh, chilled or frozen meat of goats",020450,Goat meat,"Fresh, chilled or frozen meat of goats",Meat (except poultry),Animals & animal products,,
020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",020500,Equine meat,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",Meat (except poultry),Animals & animal products,,
020610,Fresh or chilled edible offal of bovine animals,020610,"Bovine offal, fresh",Fresh or chilled edible offal of bovine animals,Meat (except poultry),Animals & animal products,,
020621,Frozen edible bovine tongues,020621,"Bovine tongues, frozen",Frozen edible bovine tongues,Meat (except poultry),Animals & animal products,,
020622,Frozen edible bovine livers,020622,"Bovine livers, frozen",Frozen edible bovine livers,Meat (except poultry),Animals & animal products,,
020629,Frozen edible bovine offal (excl. tongues and livers),020629,"Bovine offal, frozen, n.e.s.",Frozen edible bovine offal (excl. tongues and livers),Meat (except poultry),Animals & animal products,,
020630,Fresh or chilled edible offal of swine,020630,"Swine offal, fresh",Fresh or chilled edible offal of swine,Meat (except poultry),Animals & animal products,,
020641,Frozen edible livers of swine,020641,"Swine livers, frozen",Frozen edible livers of swine,Meat (except poultry),Animals & animal products,,
020649,"Edible offal of swine, frozen (excl. livers)",020649,"Swine offal frozen, n.e.s.","Edible offal of swine, frozen (excl. livers)",Meat (except poultry),Animals & animal products,,
020680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",020680,"Ovine/caprine/equine offal, fresh","Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",Meat (except poultry),Animals & animal products,,
020690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",020690,"Ovine/caprine/equine offal, frozen","Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",Meat (except poultry),Animals & animal products,,
020711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",020711,"Fowls, whole, fresh","Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",Meat (poultry),Animals & animal products,,
020712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",020712,"Fowls, whole, frozen","Frozen fowls of the species Gallus domesticus, not cut in pieces",Meat (poultry),Animals & animal products,,
020713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,020713,"Fowls, cuts & offal, fresh",Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,Meat (poultry),Animals & animal products,,
020714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,020714,"Fowls, cuts & offal, frozen",Frozen cuts and edible offal of fowls of the species Gallus domesticus,Meat (poultry),Animals & animal products,,
020724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",020724,"Turkey, whole, fresh","Fresh or chilled turkeys of the species domesticus, not cut in pieces",Meat (poultry),Animals & animal products,,
020725,"Frozen turkeys of the species domesticus, not cut into pieces",020725,"Turkey, whole, frozen","Frozen turkeys of the species domesticus, not cut into pieces",Meat (poultry),Animals & animal products,,
020726,Fresh or chilled cuts and edible offal of turkeys of the species domesticus,020726,"Turkey, cuts & offal, fresh",Fresh or chilled cuts and edible offal of turkeys of the species domesticus,Meat (poultry),Animals & animal products,,
020727,Frozen cuts and edible offal of turkeys of the species domesticus,020727,"Turkey, cuts & offal, frozen",Frozen cuts and edible offal of turkeys of the species domesticus,Meat (poultry),Animals & animal products,,
020732,"Fresh or chilled ducks, geese and guinea fowls of the species domesticus, not cut into pieces",0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020733,"Frozen ducks, geese and guinea fowls of the species domesticus, not cut into pieces",0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020734,Fresh or chilled edible fatty livers of ducks or geese of the species domesticus,0207Xb,Ducks & geese fatty liver,Fatty liver of domestic ducks and geese,Meat (poultry),Animals & animal products,,
020735,"Fresh or chilled cuts and edible offal of ducks, geese or guinea fowls of the species domesticus (excluding fatty livers)",0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020736,"Frozen cuts and edible offal of ducks, geese or guinea fowls of the species domesticus",0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020741,"Fresh or chilled domestic ducks, not cut in pieces",0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020742,"Frozen domestic ducks, not cut in pieces",0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020743,"Fatty livers of domestic ducks, fresh or chilled",0207Xb,Ducks & geese fatty liver,Fatty liver of domestic ducks and geese,Meat (poultry),Animals & animal products,,
020744,Fresh or chilled cuts and edible offal of domestic ducks (excl. fatty livers),0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020745,Frozen cuts and edible offal of domestic ducks,0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020751,"Fresh or chilled domestic geese, not cut in pieces",0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020752,"Frozen domestic geese, not cut in pieces",0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020753,"Fatty livers of domestic geese, fresh or chilled",0207Xb,Ducks & geese fatty liver,Fatty liver of domestic ducks and geese,Meat (poultry),Animals & animal products,,
020754,Fresh or chilled cuts and edible offal of domestic geese (excl. fatty livers),0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020755,Frozen cuts and edible offal of domestic geese,0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0207Xa,"Fowl meat & offal, n.e.s.","Meat and edible offal of ducks, geese and guinea fowls, except fatty liver",Meat (poultry),Animals & animal products,,
020810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",020810,Rabbit/hare meat & offal,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",Meat (except poultry),Animals & animal products,,
020830,"Fresh, chilled or frozen meat and edible offal of primates",020830,"Meat & edible offal of primates, fresh, chilled or frozen","Fresh, chilled or frozen meat and edible offal of primates",Meat (except poultry),Animals & animal products,,
020840,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises (mammals of the order Cetacea), of manatees and dugongs (mammals of the order Sirenia) and of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",0208XX,"Meat & offal, n.e.s.","Fresh, chilled or frozen meat and edible offal of other animals (excl. bovine animals, swine, sheep, goats, horses, asses, mules, hinnies, poultry ""fowls of the species Gallus domesticus, ducks, geese, turkeys, guinea fowl"", rabbits, hares, primates, and reptiles)",Meat (except poultry),Animals & animal products,,
020850,"Fresh, chilled or frozen meat and edible offal of reptiles ""e.g. snakes, turtles, crocodiles",020850,"Meat & edible offal of reptiles, fresh, chilled or frozen","Fresh, chilled or frozen meat and edible offal of reptiles ""e.g. snakes, turtles, crocodiles",Meat (except poultry),Animals & animal products,,
020860,"Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]",0208XX,"Meat & offal, n.e.s.","Fresh, chilled or frozen meat and edible offal of other animals (excl. bovine animals, swine, sheep, goats, horses, asses, mules, hinnies, poultry ""fowls of the species Gallus domesticus, ducks, geese, turkeys, guinea fowl"", rabbits, hares, primates, and reptiles)",Meat (except poultry),Animals & animal products,,
020890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals (excl. bovine animals, swine, sheep, goats, horses, asses, mules, hinnies, poultry ""fowls of the species Gallus domesticus, ducks, geese, turkeys, guinea fowl"", rabbits, hares, primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses ""mammals of the suborder Pinnipedia"" and reptiles)",0208XX,"Meat & offal, n.e.s.","Fresh, chilled or frozen meat and edible offal of other animals (excl. bovine animals, swine, sheep, goats, horses, asses, mules, hinnies, poultry ""fowls of the species Gallus domesticus, ducks, geese, turkeys, guinea fowl"", rabbits, hares, primates, and reptiles)",Meat (except poultry),Animals & animal products,,
020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",0209,Pig & poultry fat,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",Animal fat,Animals & animal products,,
020910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",0209,Pig & poultry fat,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",Animal fat,Animals & animal products,,
020990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",0209,Pig & poultry fat,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",Animal fat,Animals & animal products,,
021011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",021011,"Swine hams & shoulders, cured","Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",Processed meat,Animals & animal products,,
021012,"Bellies ""streaky"" and cuts thereof of swine, salted, in brine, dried or smoked",021012,"Swine bellies ""streaky"", cured","Bellies ""streaky"" and cuts thereof of swine, salted, in brine, dried or smoked",Processed meat,Animals & animal products,,
021019,"Meat of swine, salted, in brine, dried or smoked (excl. hams, shoulders and cuts thereof, with bone in, and bellies and cuts thereof)",021019,"Swine meat, cured, n.e.s.","Meat of swine, salted, in brine, dried or smoked (excl. hams, shoulders and cuts thereof, with bone in, and bellies and cuts thereof)",Processed meat,Animals & animal products,,
021020,"Meat of bovine animals, salted, in brine, dried or smoked",021020,"Bovine meat, cured","Meat of bovine animals, salted, in brine, dried or smoked",Processed meat,Animals & animal products,,
021091,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of primates",021091,"Meat, offal & flours of primates, cured","Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of primates",Processed meat,Animals & animal products,,
021092,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of whales, dolphins and porpoises (mammals of the order Cetacea), manatees and dugongs (mammals of the order Sirenia) and seals, sea lions and walruses (mammals of the suborder Pinnipedia)",0210XX,"Meat & offal, cured, n.e.s.","Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal (excl. meat of bovine animals and swine and meat and edible offal of primates and reptiles)",Processed meat,Animals & animal products,,
021093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of reptiles ""e.g. snakes, turtles, alligators",021093,"Meat, offal & flours of reptiles, cured","Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of reptiles ""e.g. snakes, turtles, alligators",Processed meat,Animals & animal products,,
021099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal (excl. meat of bovine animals and swine and meat and edible offal of primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses ""mammals of the suborder Pinnipedia"" and reptiles)",0210XX,"Meat & offal, cured, n.e.s.","Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal (excl. meat of bovine animals and swine and meat and edible offal of primates and reptiles)",Processed meat,Animals & animal products,,
030110,Live ornamental fish,0301Xa,Ornamental fish,Ornamental fish,Fish & shellfish,Sea animal products,,
030111,Live ornamental freshwater fish,0301Xa,Ornamental fish,Ornamental fish,Fish & shellfish,Sea animal products,,
030119,Live ornamental fish (excl. freshwater),0301Xa,Ornamental fish,Ornamental fish,Fish & shellfish,Sea animal products,,
030191,"Live trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster",030191,Live trout,"Live trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster",Fish & shellfish,Sea animal products,,
030192,"Live eels ""Anguilla spp.",030192,Live eels,"Live eels ""Anguilla spp.",Fish & shellfish,Sea animal products,,
030193,"Live carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.",0301Xb,"Live fish, n.e.s.","Live fish (excl. ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster] and eels [Anguilla spp.])",Fish & shellfish,Sea animal products,,
030194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0301Xb,"Live fish, n.e.s.","Live fish (excl. ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster] and eels [Anguilla spp.])",Fish & shellfish,Sea animal products,,
030195,"Live southern bluefin tunas ""Thunnus maccoyii",030195,Live southern bluefin tunas,"Live southern bluefin tunas ""Thunnus maccoyii",Fish & shellfish,Sea animal products,,
030199,"Live fish (excl. ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster], eels [Anguilla spp.], carp [Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.], Atlantic and Pacific bluefin tuna [Thunnus thynnus, Thunnus orientalis] and southern bluefin tuna [Thunnus maccoyii])",0301Xb,"Live fish, n.e.s.","Live fish (excl. ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster] and eels [Anguilla spp.])",Fish & shellfish,Sea animal products,,
030211,"Fresh or chilled trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster",030211,"Trout, fresh","Fresh or chilled trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster",Fish & shellfish,Sea animal products,,
030212,"Fresh or chilled Pacific salmon Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho",0302Xa,"Salmon, fresh",Fresh or chilled salmon,Fish & shellfish,Sea animal products,,
030213,"Fresh or chilled Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus",0302Xa,"Salmon, fresh",Fresh or chilled salmon,Fish & shellfish,Sea animal products,,
030214,"Fresh or chilled Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho",0302Xa,"Salmon, fresh",Fresh or chilled salmon,Fish & shellfish,Sea animal products,,
030219,"Fresh or chilled salmonidae (excl. trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster"", Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"")",030219,"Salmonidae, fresh, n.e.s.","Fresh or chilled salmonidae (excl. trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster"", Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"")",Fish & shellfish,Sea animal products,,
