HS6,HS6_name,k,k_name_short,k_name,Sub_sector_name,Sector_name,Excluded_from,Reason
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",722100,"Bars & rods of stainless steel, hot-rolled, in coils","Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",Ferrous metals,"Minerals, metals & products thereof",,
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of circular cross-section",722211,"Bars & rods of stainless steel, hot-rolled, circular cross-section","Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of circular cross-section",Ferrous metals,"Minerals, metals & products thereof",,
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excl. of circular cross-section)",722219,"Bars & rods of stainless steel, hot-rolled, n.e.s.","Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excl. of circular cross-section)",Ferrous metals,"Minerals, metals & products thereof",,
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",722220,"Other bars & rods of stainless steel, cold-finished","Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",Ferrous metals,"Minerals, metals & products thereof",,
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or not further worked than forged, or forged, or hot-formed by other means and further worked, n.e.s.",722230,"Other bars & rods of stainless steel, n.e.s.","Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or not further worked than forged, or forged, or hot-formed by other means and further worked, n.e.s.",Ferrous metals,"Minerals, metals & products thereof",,
722240,"Angles, shapes and sections of stainless steel, n.e.s.",722240,"Angles & sections of stainless steel, n.e.s.","Angles, shapes and sections of stainless steel, n.e.s.",Ferrous metals,"Minerals, metals & products thereof",,
722300,"Wire of stainless steel, in coils (excl. bars and rods)",722300,"Wire of stainless steel, in coils, n.e.s.","Wire of stainless steel, in coils (excl. bars and rods)",Ferrous metals,"Minerals, metals & products thereof",,
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",722410,"Alloy steel in ingots, n.e.s.","Steel, alloy, other than stainless, in ingots or other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Ferrous metals,"Minerals, metals & products thereof",,
722490,Semi-finished products of alloy steel other than stainless,722490,"Semi-finished products of alloy steel, n.e.s.",Semi-finished products of alloy steel other than stainless,Ferrous metals,"Minerals, metals & products thereof",,
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",722511,"Flat-rolled silicon-electrical steel, >=600mm wide, grain-oriented","Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",Ferrous metals,"Minerals, metals & products thereof",,
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",722519,"Flat-rolled silicon-electrical steel, >=600mm wide, non-grain-oriented","Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",Ferrous metals,"Minerals, metals & products thereof",,
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, in coils (excl. products of silicon-electrical steel)",722530,"Flat-rolled products of alloy steel, hot-rolled, in coils, width >=600mm, n.e.s.","Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, in coils (excl. products of silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, not in coils (excl. products of silicon-electrical steel)",722540,"Flat-rolled products of alloy steel, hot-rolled, width >=600mm, n.e.s.","Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, not in coils (excl. products of silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of silicon-electrical steel)",722550,"Flat-rolled products of alloy steel, cold-rolled, width >=600mm, n.e.s.","Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and electrolytically plated or coated with zinc (excl. products of silicon-electrical steel)",722591,"Flat-rolled products of alloy steel, width >=600mm, electrolytically coated with zinc, n.e.s.","Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and electrolytically plated or coated with zinc (excl. products of silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and plated or coated with zinc (excl. electrolytically plated or coated and products of silicon-electrical steel)",722592,"Flat-rolled products of alloy steel, width >=600mm, coated with zinc, n.e.s.","Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and plated or coated with zinc (excl. electrolytically plated or coated and products of silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. plated or coated with zinc and products of silicon-electrical steel)",722599,"Flat-rolled products of alloy steel, width >=600mm, further worked, n.e.s.","Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. plated or coated with zinc and products of silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", grain-oriented",722611,"Flat-rolled silicon-electrical steel, <600mm wide, grain-oriented","Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", grain-oriented",Ferrous metals,"Minerals, metals & products thereof",,
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not grain-oriented",722619,"Flat-rolled silicon-electrical steel, <600mm wide, not grain-oriented","Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not grain-oriented",Ferrous metals,"Minerals, metals & products thereof",,
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ""cold-reduced",722620,"Flat-rolled products of high-speed steel, width <600mm","Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ""cold-reduced",Ferrous metals,"Minerals, metals & products thereof",,
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than hot-rolled (excl. products of high-speed steel or silicon-electrical steel)",722691,"Flat-rolled alloy steel, hot-rolled, <600mm wide, n.e.s.","Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than hot-rolled (excl. products of high-speed steel or silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of high-speed steel or silicon-electrical steel)",722692,"Flat-rolled alloy steel, cold-rolled, <600mm wide, n.e.s.","Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of high-speed steel or silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. products of high-speed steel or silicon-electrical steel)",722699,"Flat-rolled alloy steel, <600mm wide, further worked, n.e.s.","Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. products of high-speed steel or silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",722710,"Bars & rods, of high-speed steel, hot-rolled, in coils","Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",Ferrous metals,"Minerals, metals & products thereof",,
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",722720,"Bars & rods of silico-manganese steel, hot-rolled, in coils","Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",Ferrous metals,"Minerals, metals & products thereof",,
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excl. products of high-speed steel or silicon-electrical steel)",722790,"Bars & rods of alloy steel, hot-rolled, in coils, n.e.s.","Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excl. products of high-speed steel or silicon-electrical steel)",Ferrous metals,"Minerals, metals & products thereof",,
722810,"Bars and rods of high-speed steel (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",722810,"Bars & rods of high-speed steel, in coils, n.e.s.","Bars and rods of high-speed steel (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",Ferrous metals,"Minerals, metals & products thereof",,
722820,"Bars and rods of silico-manganese steel (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",722820,"Bars & rods of silico-manganese steel, n.e.s.","Bars and rods of silico-manganese steel (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",Ferrous metals,"Minerals, metals & products thereof",,
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn or extruded (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",722830,"Bars & rods of alloy steel, hot-rolled, n.e.s.","Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn or extruded (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",Ferrous metals,"Minerals, metals & products thereof",,
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",722840,"Bars & rods of alloy steel, forged, n.e.s.","Bars and rods of alloy steel other than stainless, not further worked than forged (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",Ferrous metals,"Minerals, metals & products thereof",,
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",722850,"Bars & rods of alloy steel, cold-formed, n.e.s.","Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",Ferrous metals,"Minerals, metals & products thereof",,
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further worked or hot-formed and further worked, n.e.s. (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",722860,"Bars & rods of alloy steel, further worked, n.e.s.","Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further worked or hot-formed and further worked, n.e.s. (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",Ferrous metals,"Minerals, metals & products thereof",,
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",722870,"Angles & sections of alloy steel, n.e.s.","Angles, shapes and sections of alloy steel other than stainless, n.e.s.",Ferrous metals,"Minerals, metals & products thereof",,
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",722880,Hollow drill bars & rods of steel,"Hollow drill bars and rods, of alloy or non-alloy steel",Ferrous metals,"Minerals, metals & products thereof",,
722920,"Wire of silico-manganese steel, in coils (excl. bars and rods)",722920,Wire of silico-manganese steel,"Wire of silico-manganese steel, in coils (excl. bars and rods)",Ferrous metals,"Minerals, metals & products thereof",,
722990,"Wire of alloy steel other than stainless, in coils (excl. bars and rods and wire of silico-manganese steel)",722990,"Wire of alloy steel, n.e.s.","Wire of alloy steel other than stainless, in coils (excl. bars and rods and wire of silico-manganese steel)",Ferrous metals,"Minerals, metals & products thereof",,
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",730110,Sheet piling of iron/steel,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",Ferrous metals,"Minerals, metals & products thereof",,
730120,"Angles, shapes and sections, of iron or steel, welded",730120,"Angles & sections of iron/steel, welded","Angles, shapes and sections, of iron or steel, welded",Ferrous metals,"Minerals, metals & products thereof",,
730210,"Rails of iron or steel, for railway or tramway track (excl. check-rails)",730210,Rails of iron/steel,"Rails of iron or steel, for railway or tramway track (excl. check-rails)",Ferrous metals,"Minerals, metals & products thereof",,
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway track, of iron or steel",730230,"Switch blades & other crossing pieces, of iron/steel","Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway track, of iron or steel",Ferrous metals,"Minerals, metals & products thereof",,
730240,"Fish-plates and sole plates of iron or steel, for railways or tramways",730240,"Fish-plates & sole plates, of iron/steel","Fish-plates and sole plates of iron or steel, for railways or tramways",Ferrous metals,"Minerals, metals & products thereof",,
730290,"Sleepers ""cross-ties"", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates and ties and other specialised material for the jointing or fixing of railway or tramway track, of iron or steel (excl. rails, switch blades, crossing frogs, point rods and other crossing pieces, and fish-plates and sole plates)",730290,Sleepers & other material for the jointing/fixing of tracks,"Sleepers ""cross-ties"", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates and ties and other specialised material for the jointing or fixing of railway or tramway track, of iron or steel (excl. rails, switch blades, crossing frogs, point rods and other crossing pieces, and fish-plates and sole plates)",Ferrous metals,"Minerals, metals & products thereof",,
730300,"Tubes, pipes and hollow profiles, of cast iron",730300,"Tubes & hollow profiles, of cast iron","Tubes, pipes and hollow profiles, of cast iron",Ferrous metals,"Minerals, metals & products thereof",,
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",730411,"Line pipe of stainless steel, seamless","Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",Ferrous metals,"Minerals, metals & products thereof",,
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excl. products of stainless steel or of cast iron)",730419,"Line pipe of iron/steel, seamless","Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excl. products of stainless steel or of cast iron)",Ferrous metals,"Minerals, metals & products thereof",,
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",730422,Drill pipe of stainless steel,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",Ferrous metals,"Minerals, metals & products thereof",,
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excl. products of stainless steel or of cast iron)",730423,Drill pipe of iron/steel,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excl. products of stainless steel or of cast iron)",Ferrous metals,"Minerals, metals & products thereof",,
730424,"Casing and tubing, seamless, of a kind used in drilling for oil or gas, of stainless steel",730424,"Casing & tubing of stainless steel, seamless","Casing and tubing, seamless, of a kind used in drilling for oil or gas, of stainless steel",Ferrous metals,"Minerals, metals & products thereof",,
730429,"Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excl. products of stainless steel or cast iron)",730429,"Casing & tubing of iron/steel, seamless","Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excl. products of stainless steel or cast iron)",Ferrous metals,"Minerals, metals & products thereof",,
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used for drilling for oil or gas)",730431,"Tubes & hollow profiles of iron/steel, seamless, circular, cold-rolled","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used for drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730439,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products, line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas)",730439,"Tubes & hollow profiles of iron/steel, seamless, circular, n.e.s.","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products, line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas)",730441,"Tubes & hollow profiles of stainless steel, seamless, circular, cold-rolled","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730449,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, not cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines or of a kind used for drilling for oil or gas)",730449,"Tubes & hollow profiles of stainless steel, seamless, circular, n.e.s.","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, not cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines or of a kind used for drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil)",730451,"Tubes & hollow profiles of alloy steel, seamless, circular, cold-rolled, n.e.s.","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil)",Ferrous metals,"Minerals, metals & products thereof",,
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, not cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil)",730459,"Tubes & hollow profiles of alloy steel, seamless, circular, n.e.s.","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, not cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil)",Ferrous metals,"Minerals, metals & products thereof",,
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel (excl. products of cast iron)",730490,"Tubes & hollow profiles of iron/steel, seamless, non-circular","Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel (excl. products of cast iron)",Ferrous metals,"Minerals, metals & products thereof",,
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external diameter of > 406,4 mm, of iron or steel, longitudinally submerged arc welded",730511,"Line pipe for oil/gas, >406.4mm, of iron/steel, submerged arc welded","Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external diameter of > 406,4 mm, of iron or steel, longitudinally submerged arc welded",Ferrous metals,"Minerals, metals & products thereof",,
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external diameter of > 406,4 mm, of iron or steel, longitudinally arc welded (excl. products longitudinally submerged arc welded)",730512,"Line pipe for oil/gas, >406.4mm, of iron/steel, arc welded","Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external diameter of > 406,4 mm, of iron or steel, longitudinally arc welded (excl. products longitudinally submerged arc welded)",Ferrous metals,"Minerals, metals & products thereof",,
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled products of iron or steel (excl. products longitudinally arc welded)",730519,"Line pipe for oil/gas, >406.4 mm, of iron/steel, flat-rolled","Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled products of iron or steel (excl. products longitudinally arc welded)",Ferrous metals,"Minerals, metals & products thereof",,
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled products of iron or steel",730520,Casing used in drilling for oil/gas,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled products of iron or steel",Ferrous metals,"Minerals, metals & products thereof",,
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron or steel, longitudinally welded (excl. products of a kind used for oil or gas pipelines or of a kind used in drilling for oil or gas)",730531,"Tubes of iron/steel, >406.4mm, longitudinally welded","Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron or steel, longitudinally welded (excl. products of a kind used for oil or gas pipelines or of a kind used in drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron or steel, welded (excl. products longitudinally welded or of a kind used for oil or gas pipelines or of a kind used in drilling for oil or gas)",730539,"Tubes of iron/steel, >406.4mm, welded","Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron or steel, welded (excl. products longitudinally welded or of a kind used for oil or gas pipelines or of a kind used in drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled products of iron or steel, welded (excl. welded products or products of a kind used for oil or gas pipelines or of a kind used in drilling for oil or gas)",730590,"Tubes of iron/steel, >406.4mm, flat-rolled, welded","Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled products of iron or steel, welded (excl. welded products or products of a kind used for oil or gas pipelines or of a kind used in drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless steel, of an external diameter of <= 406,4 mm",730611,"Line pipe for oil/gas, welded, of flat-rolled stainless steel, <=406.4mm","Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless steel, of an external diameter of <= 406,4 mm",Ferrous metals,"Minerals, metals & products thereof",,
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron or steel, of an external diameter of <= 406,4 mm (excl. products of stainless steel or of cast iron)",730619,"Line pipe for oil/gas, welded, of flat-rolled iron/steel, <=406.4mm","Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron or steel, of an external diameter of <= 406,4 mm (excl. products of stainless steel or of cast iron)",Ferrous metals,"Minerals, metals & products thereof",,
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products of stainless steel, of an external diameter of <= 406,4 mm",730621,"Casing & tubing, welded, of flat-rolled stainless steel, <=406.4mm","Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products of stainless steel, of an external diameter of <= 406,4 mm",Ferrous metals,"Minerals, metals & products thereof",,
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products of iron or steel, of an external diameter of <= 406,4 mm (excl. products of stainless steel or of cast iron)",730629,"Casing & tubing, welded, of flat-rolled iron/steel, <=406.4mm","Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products of iron or steel, of an external diameter of <= 406,4 mm (excl. products of stainless steel or of cast iron)",Ferrous metals,"Minerals, metals & products thereof",,
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel (excl. products having internal and external circular cross-sections and an external diameter of > 406,4 mm, or line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas)",730630,"Tubes & hollow profiles of iron/steel, welded, circular, <=406.4mm","Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel (excl. products having internal and external circular cross-sections and an external diameter of > 406,4 mm, or line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excl. products having internal and external circular cross-sections and an external diameter of > 406,4 mm, and products of a kind used for oil or gas pipelines or of a kind used in drilling for oil or gas)",730640,"Tubes & hollow profiles of stainless steel, welded, circular, <=406.4mm","Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excl. products having internal and external circular cross-sections and an external diameter of > 406,4 mm, and products of a kind used for oil or gas pipelines or of a kind used in drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than stainless (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas)",730650,"Tubes & hollow profiles of alloy steel, welded, circular, <=406.4mm, n.e.s.","Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than stainless (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas)",Ferrous metals,"Minerals, metals & products thereof",,
730661,"Tubes, pipes and hollow profiles, welded, of square or rectangular cross-section, of iron or steel",730661,"Tubes & hollow profiles of iron/steel, welded, rectangular","Tubes, pipes and hollow profiles, welded, of square or rectangular cross-section, of iron or steel",Ferrous metals,"Minerals, metals & products thereof",,
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas, and tubes, pipes and hollow profiles of square or rectangular cross-section)",730669,"Tubes & hollow profiles of iron/steel, welded, n.e.s.","Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406.4 mm, line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas, and tubes, pipes and hollow profiles of square or rectangular cross-section)",Ferrous metals,"Minerals, metals & products thereof",,
730690,"Tubes, pipes and hollow profiles ""e.g., open seam, riveted or similarly closed"", of iron or steel (excl. of cast iron, seamless or welded tubes and pipes and tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm)",730690,"Tubes & hollow profiles of iron/steel, n.e.s.","Tubes, pipes and hollow profiles ""e.g., open seam, riveted or similarly closed"", of iron or steel (excl. of cast iron, seamless or welded tubes and pipes and tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm)",Ferrous metals,"Minerals, metals & products thereof",,
730711,Tube or pipe fittings of non-malleable cast iron,730711,Tube/pipe fittings of non-malleable cast iron,Tube or pipe fittings of non-malleable cast iron,Ferrous metals,"Minerals, metals & products thereof",,
730719,Cast tube or pipe fittings of iron or steel (excl. products of non-malleable cast iron),730719,Cast tube & pipe fittings of iron/steel,Cast tube or pipe fittings of iron or steel (excl. products of non-malleable cast iron),Ferrous metals,"Minerals, metals & products thereof",,
730721,Flanges of stainless steel (excl. cast products),730721,Flanges of stainless steel,Flanges of stainless steel (excl. cast products),Ferrous metals,"Minerals, metals & products thereof",,
